latitude,longitude,altitude(m),ultrasonicHeight(m),speed(mps),distance(m),max_altitude(m),max_ascent(m),max_speed(mps),max_distance(m),time(millisecond),datetime(utc),datetime(local),satellites,pressure(Pa),temperature(F),voltage(v),home_latitude,home_longitude,velocityX(mps),velocityY(mps),velocityZ(mps),pitch(deg),roll(deg),yaw(deg),powerlevel,isflying,istakingphoto,remainPowerPercent,remainLifePercent,currentCurrent,currentElectricity,currentVoltage,batteryTemperature,dischargeCount,flightmode,isMotorsOn,isTakingVideo,Rc_elevator,Rc_aileron,Rc_throttle,Rc_rudder,Rc_gyro,timestamp,Battery_Cell1,Battery_Cell2,Battery_Cell3,Battery_Cell4,Battery_Cell5,Battery_Cell6,Dronetype,AppVersion,Planename,FlyControllerSerialNumber,RemoteSerialNumber,BatterySerialNumber,CENTER_BATTERY.productDate,CENTER_BATTERY.serialNo,CENTER_BATTERY.fullCapacity,CENTER_BATTERY.productDateRaw,pitchRaw,rollRaw,yawRaw,gimbalPitchRaw,gimbalRollRaw,gimbalYawRaw,flyState,altitudeRaw,speedRaw,distanceRaw,velocityXRaw,velocityYRaw,velocityZRaw,data_reuse,App_Tip,App_Warning,downlinkSignalQuality,uplinkSignalQuality,transmissionChannel,rcModeSwitch,rcHome,rcPause,rcTransform,rcJoystickMode,appMode,FlyControllerSerialNumber_legacy,RemoteSerialNumber_legacy,BatterySerialNumber_legacy,Battery2SerialNumber,frontAvoidDist,backAvoidDist,rightAvoidDist,leftAvoidDist,upAvoidDist,downAvoidDist,isBrakingToAvoid
42.323412,117.204576,2.40,0.00,1.81,0.71,2.40,2.40,1.81,0.71,0,2024-06-21 09:05:49.944,2024-06-21 17:05:49.943,17,0,0,25.691,42.323414,117.204567,0.10,0.10,-1.70,-2.80,0.50,-149.00,0,1,0,95,91,-756,5180,25691,2932.50,36,P-GPS,1,0,0,0,265,0,0,1718960749943,4051,4054,4054,4058,4056,4053,18,Litchi_4.26.0-g,,0670161996,03LU200020,null,,0,0,0,28.00,5.00,-1490.00,0.00,0.00,0.00,6,24.00,18.06,7.13,1.00,1.00,-17.00,0,,,100,39,13,2,0,0,1,2,0,,,,null,0.0,0.0,0.0,0.0,0.0,0.0,-1
42.323412,117.204576,2.60,0.00,1.71,0.72,2.60,2.60,1.81,0.72,203,2024-06-21 09:05:50.147,2024-06-21 17:05:50.147,17,0,0,25.691,42.323414,117.204567,0.10,0.00,-1.30,-2.70,0.50,-149.00,0,1,0,95,91,-756,5180,25691,2932.50,36,P-GPS,1,0,0,0,197,0,0,1718960750146,4051,4054,4054,4058,4056,4053,18,,,,,,,0,0,0,27.00,5.00,-1490.00,0.00,0.00,0.00,6,26.00,17.06,7.22,1.00,0.00,-13.00,0,,,100,39,13,2,0,0,1,2,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-1
42.323413,117.204576,3.00,0.00,1.10,0.72,3.00,3.00,1.81,0.72,305,2024-06-21 09:05:50.249,2024-06-21 17:05:50.248,17,0,0,25.691,42.323414,117.204567,0.10,0.00,-1.10,-1.80,0.40,-149.00,0,1,0,95,91,-756,5180,25691,2932.50,36,P-GPS,1,0,0,0,216,0,0,1718960750248,4051,4054,4054,4058,4056,4053,18,,,,,,,0,0,0,18.00,4.00,-1490.00,0.00,0.00,0.00,6,30.00,11.05,7.24,1.00,0.00,-11.00,0,,,100,39,13,2,0,0,1,2,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-1
42.323413,117.204576,3.10,0.00,0.80,0.72,3.10,3.10,1.81,0.72,510,2024-06-21 09:05:50.453,2024-06-21 17:05:50.453,17,0,0,25.691,42.323414,117.204567,0.00,0.00,-0.80,-1.70,0.10,-149.00,0,1,0,95,91,-756,5180,25691,2932.50,36,P-GPS,1,0,0,0,217,0,0,1718960750453,4051,4054,4054,4058,4056,4053,18,,,,,,,0,0,0,17.00,1.00,-1490.00,0.00,0.00,0.00,6,31.00,8.00,7.23,0.00,0.00,-8.00,0,,,100,39,13,2,0,0,0,2,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-1
42.323413,117.204576,3.30,0.00,0.70,0.73,3.30,3.30,1.81,0.73,707,2024-06-21 09:05:50.650,2024-06-21 17:05:50.650,17,0,0,25.691,42.323414,117.204567,0.00,0.00,-0.70,-1.40,-0.10,-148.90,0,1,0,95,91,-756,5180,25691,2932.50,36,P-GPS,1,0,0,0,218,0,0,1718960750650,4051,4054,4054,4058,4056,4053,18,,,,,,,0,0,0,14.00,-1.00,-1489.00,0.00,0.00,0.00,6,33.00,7.00,7.25,0.00,0.00,-7.00,0,,,100,39,13,2,0,0,0,2,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-1
42.323413,117.204576,3.30,0.00,0.70,0.73,3.30,3.30,1.81,0.73,810,2024-06-21 09:05:50.753,2024-06-21 17:05:50.753,17,0,0,25.691,42.323414,117.204567,0.00,0.00,-0.70,-1.40,0.00,-149.00,0,1,0,95,91,-756,5180,25691,2932.50,36,P-GPS,1,0,0,0,220,0,0,1718960750753,4051,4054,4054,4058,4056,4053,18,,,,,,,0,0,0,14.00,0.00,-1490.00,0.00,0.00,0.00,6,33.00,7.00,7.29,0.00,0.00,-7.00,0,,,100,39,13,2,0,0,0,2,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-1
42.323413,117.204576,3.50,0.00,0.80,0.74,3.50,3.50,1.81,0.74,1013,2024-06-21 09:05:50.956,2024-06-21 17:05:50.956,17,0,0,25.691,42.323414,117.204567,0.00,0.00,-0.80,-1.30,0.20,-148.90,0,1,0,95,91,-756,5180,25691,2932.50,36,P-GPS,1,0,0,0,242,0,0,1718960750956,4051,4054,4054,4058,4056,4053,18,,,,,,,0,0,0,13.00,2.00,-1489.00,0.00,0.00,0.00,6,35.00,8.00,7.40,0.00,0.00,-8.00,0,,,100,39,13,2,0,0,0,2,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-1
42.323413,117.204576,3.50,0.00,0.80,0.74,3.50,3.50,1.81,0.74,1212,2024-06-21 09:05:51.155,2024-06-21 17:05:51.155,17,0,0,25.691,42.323414,117.204567,0.00,0.00,-1.00,-1.30,0.20,-148.90,0,1,0,95,91,-756,5180,25691,2932.50,36,P-GPS,1,0,0,0,307,0,0,1718960751155,4051,4054,4054,4058,4056,4053,18,,,,,,,0,0,0,13.00,2.00,-1489.00,0.00,0.00,0.00,6,35.00,8.00,7.40,0.00,0.00,-10.00,0,,,100,39,13,2,0,0,0,2,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-1
42.323413,117.204576,3.80,0.00,1.20,0.75,3.80,3.80,1.81,0.75,1314,2024-06-21 09:05:51.257,2024-06-21 17:05:51.257,17,0,0,25.691,42.323414,117.204567,0.00,0.00,-1.20,-0.50,0.20,-148.90,0,1,0,95,91,-756,5180,25691,2932.50,36,P-GPS,1,0,0,0,287,0,0,1718960751257,4051,4054,4054,4058,4056,4053,18,,,,,,,0,0,0,5.00,2.00,-1489.00,0.00,0.00,0.00,6,38.00,12.00,7.46,0.00,0.00,-12.00,0,,,100,39,13,2,0,0,0,2,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-1
42.323413,117.204576,4.00,0.00,1.30,0.75,4.00,4.00,1.81,0.75,1417,2024-06-21 09:05:51.360,2024-06-21 17:05:51.360,17,0,0,25.691,42.323414,117.204567,0.10,0.00,-1.30,-0.60,0.10,-148.90,0,1,0,95,91,-756,5180,25691,2932.50,36,P-GPS,1,0,0,0,281,0,0,1718960751360,4051,4054,4054,4058,4056,4053,18,,,,,,,0,0,0,6.00,1.00,-1489.00,0.00,0.00,0.00,6,40.00,13.04,7.48,1.00,0.00,-13.00,0,,,100,35,13,2,0,0,0,2,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-1
42.323413,117.204576,4.10,0.00,1.40,0.75,4.10,4.10,1.81,0.75,1521,2024-06-21 09:05:51.464,2024-06-21 17:05:51.464,17,0,0,25.691,42.323414,117.204567,0.10,0.00,-1.40,-1.20,0.10,-148.90,0,1,0,95,91,-756,5180,25691,2932.50,36,P-GPS,1,0,0,0,273,0,0,1718960751464,4051,4054,4054,4058,4056,4053,18,,,,,,,0,0,0,12.00,1.00,-1489.00,0.00,0.00,0.00,6,41.00,14.04,7.49,1.00,0.00,-14.00,0,,,100,35,13,2,0,0,0,2,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-1
42.323414,117.204576,4.30,0.00,1.50,0.75,4.30,4.30,1.81,0.75,1619,2024-06-21 09:05:51.563,2024-06-21 17:05:51.562,17,0,0,25.691,42.323414,117.204567,0.10,0.00,-1.50,-1.80,0.00,-149.00,0,1,0,95,91,-756,5180,25691,2932.50,36,P-GPS,1,0,0,0,265,0,0,1718960751562,4051,4054,4054,4058,4056,4053,18,,,,,,,0,0,0,18.00,0.00,-1490.00,0.00,0.00,0.00,6,43.00,15.03,7.49,1.00,0.00,-15.00,0,,,100,35,13,2,0,0,0,2,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-1
42.323414,117.204576,4.70,0.00,1.40,0.74,4.70,4.70,1.81,0.75,1820,2024-06-21 09:05:51.764,2024-06-21 17:05:51.763,16,0,0,25.691,42.323414,117.204567,0.10,0.00,-1.40,-3.20,-0.10,-149.00,0,1,0,95,91,-756,5180,25691,2932.50,36,P-GPS,1,0,0,0,252,0,0,1718960751763,4051,4054,4054,4058,4056,4053,18,,,,,,,0,0,0,32.00,-1.00,-1490.00,0.00,0.00,0.00,6,47.00,14.04,7.44,1.00,0.00,-14.00,0,,,100,35,13,2,0,0,0,2,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-1
42.323414,117.204576,4.80,0.00,1.40,0.74,4.80,4.80,1.81,0.75,1926,2024-06-21 09:05:51.870,2024-06-21 17:05:51.869,17,0,0,25.691,42.323414,117.204567,0.00,0.00,-1.40,-3.20,-0.40,-149.00,0,1,0,95,91,-756,5180,25691,2932.50,36,P-GPS,1,0,0,0,242,0,0,1718960751869,4051,4054,4054,4058,4056,4053,18,,,,,,,0,0,0,32.00,-4.00,-1490.00,0.00,0.00,0.00,6,48.00,14.00,7.37,0.00,0.00,-14.00,0,,,100,38,13,2,0,0,0,2,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-1
42.323414,117.204576,4.80,0.00,1.40,0.82,4.80,4.80,1.81,0.82,2222,2024-06-21 09:05:52.166,2024-06-21 17:05:52.166,17,0,0,25.691,42.323409,117.204569,0.00,0.00,-1.20,-3.20,-0.40,-149.00,0,1,0,95,91,-756,5180,25691,2932.50,36,P-GPS,1,0,0,0,265,0,0,1718960752165,4051,4054,4054,4058,4056,4053,18,,,,,,,0,0,0,32.00,-4.00,-1490.00,0.00,0.00,0.00,6,48.00,14.00,8.25,0.00,0.00,-12.00,0,,,100,38,13,2,0,0,0,2,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-1
42.323414,117.204576,5.40,0.00,1.20,0.82,5.40,5.40,1.81,0.82,2426,2024-06-21 09:05:52.369,2024-06-21 17:05:52.369,17,0,0,25.691,42.323409,117.204569,0.00,0.00,-1.20,-1.10,-0.90,-149.10,0,1,0,95,91,-756,5180,25691,2932.50,36,P-GPS,1,0,0,0,285,0,0,1718960752369,4051,4054,4054,4058,4056,4053,18,,,,,,,0,0,0,11.00,-9.00,-1491.00,0.00,0.00,0.00,6,54.00,12.00,8.23,0.00,0.00,-12.00,0,,,100,38,13,2,0,0,0,2,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-1
42.323414,117.204576,5.70,0.00,1.30,0.82,5.70,5.70,1.81,0.82,2626,2024-06-21 09:05:52.570,2024-06-21 17:05:52.569,17,0,0,25.691,42.323409,117.204569,0.00,0.00,-1.30,-1.40,-0.40,-149.10,0,1,0,95,91,-756,5180,25691,2932.50,36,P-GPS,1,0,0,0,286,0,0,1718960752569,4051,4054,4054,4058,4056,4053,18,,,,,,,0,0,0,14.00,-4.00,-1491.00,0.00,0.00,0.00,6,57.00,13.00,8.19,0.00,0.00,-13.00,0,,,100,38,13,2,0,0,0,2,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-1
42.323414,117.204576,6.30,0.00,1.50,0.83,6.30,6.30,1.81,0.83,3031,2024-06-21 09:05:52.974,2024-06-21 17:05:52.974,17,0,0,25.691,42.323409,117.204569,0.00,0.00,-1.50,-2.40,0.00,-149.00,0,1,0,95,91,-756,5180,25691,2932.50,36,P-GPS,1,0,0,0,289,0,0,1718960752974,4051,4054,4054,4058,4056,4053,18,,,,,,,0,0,0,24.00,0.00,-1490.00,0.00,0.00,0.00,6,63.00,15.00,8.31,0.00,0.00,-15.00,0,,,100,38,13,2,0,0,0,2,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-1
42.323414,117.204576,6.30,0.00,1.50,0.83,6.30,6.30,1.81,0.83,3229,2024-06-21 09:05:53.173,2024-06-21 17:05:53.172,17,0,0,25.691,42.323409,117.204569,0.00,0.00,-1.50,-2.40,0.00,-149.00,0,1,0,95,91,-756,5180,25691,2932.50,36,P-GPS,1,0,0,0,294,0,0,1718960753172,4051,4054,4054,4058,4056,4053,18,,,,,,,0,0,0,24.00,0.00,-1490.00,0.00,0.00,0.00,6,63.00,15.00,8.31,0.00,0.00,-15.00,0,,,100,38,13,2,0,0,0,2,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-1
42.323414,117.204576,6.80,0.00,1.50,0.82,6.80,6.80,1.81,0.83,3332,2024-06-21 09:05:53.275,2024-06-21 17:05:53.275,17,0,0,25.691,42.323409,117.204569,0.00,0.00,-1.50,-2.30,-0.10,-148.90,0,1,0,95,91,-756,5180,25691,2932.50,36,P-GPS,1,0,0,0,300,0,0,1718960753275,4051,4054,4054,4058,4056,4053,18,,,,,,,0,0,0,23.00,-1.00,-1489.00,0.00,0.00,0.00,6,68.00,15.00,8.21,0.00,0.00,-15.00,0,,,100,38,13,2,0,0,0,2,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-1
42.323414,117.204575,7.20,0.00,1.50,0.80,7.20,7.20,1.81,0.83,3635,2024-06-21 09:05:53.579,2024-06-21 17:05:53.578,17,0,0,25.691,42.323409,117.204569,0.00,0.00,-1.50,-1.70,-0.70,-149.00,0,1,0,95,91,-756,5180,25691,2932.50,36,P-GPS,1,0,0,0,323,0,0,1718960753578,4051,4054,4054,4058,4056,4053,18,,,,,,,0,0,0,17.00,-7.00,-1490.00,0.00,0.00,0.00,6,72.00,15.00,7.95,0.00,0.00,-15.00,0,,,100,38,13,2,0,0,0,2,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-1
42.323414,117.204575,7.20,0.00,1.50,0.80,7.20,7.20,1.81,0.83,4240,2024-06-21 09:05:54.183,2024-06-21 17:05:54.183,17,0,0,25.691,42.323409,117.204569,0.00,0.00,-1.50,-1.70,-0.70,-149.00,0,1,0,95,91,-756,5180,25691,2932.50,36,P-GPS,1,0,0,0,316,0,0,1718960754183,4051,4054,4054,4058,4056,4053,18,,,,,,,0,0,0,17.00,-7.00,-1490.00,0.00,0.00,0.00,6,72.00,15.00,7.95,0.00,0.00,-15.00,0,,,100,30,13,2,0,0,0,2,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-1
42.323414,117.204574,8.40,0.00,1.70,0.74,8.40,8.40,1.81,0.83,4339,2024-06-21 09:05:54.282,2024-06-21 17:05:54.282,17,0,0,25.691,42.323409,117.204569,0.00,0.00,-1.70,-1.90,-0.50,-149.10,0,1,0,95,91,-756,5180,25691,2932.50,36,P-GPS,1,0,0,0,318,0,0,1718960754282,4051,4054,4054,4058,4056,4053,18,,,,,,,0,0,0,19.00,-5.00,-1491.00,0.00,0.00,0.00,6,84.00,17.00,7.38,0.00,0.00,-17.00,0,,,100,30,13,2,0,0,0,2,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-1
42.323414,117.204574,8.70,0.00,1.60,0.72,8.70,8.70,1.81,0.83,4545,2024-06-21 09:05:54.488,2024-06-21 17:05:54.488,17,0,0,25.691,42.323409,117.204569,0.00,0.00,-1.60,-1.80,-1.00,-149.00,0,1,0,95,91,-756,5180,25691,2932.50,36,P-GPS,1,0,0,0,315,0,0,1718960754488,4051,4054,4054,4058,4056,4053,18,,,,,,,0,0,0,18.00,-10.00,-1490.00,0.00,0.00,0.00,6,87.00,16.00,7.20,0.00,0.00,-16.00,0,,,100,30,13,2,0,0,0,2,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-1
42.323414,117.204574,9.00,0.00,1.50,0.71,9.00,9.00,1.81,0.83,4744,2024-06-21 09:05:54.687,2024-06-21 17:05:54.687,17,0,0,25.691,42.323409,117.204569,0.00,0.00,-1.50,-1.50,-0.90,-149.00,0,1,0,95,91,-756,5180,25691,2932.50,36,P-GPS,1,0,0,0,306,0,0,1718960754687,4051,4054,4054,4058,4056,4053,18,,,,,,,0,0,0,15.00,-9.00,-1490.00,0.00,0.00,0.00,6,90.00,15.00,7.07,0.00,0.00,-15.00,0,,,100,30,13,2,0,0,0,2,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-1
42.323414,117.204574,9.20,0.00,1.60,0.70,9.20,9.20,1.81,0.83,4844,2024-06-21 09:05:54.787,2024-06-21 17:05:54.787,17,0,0,25.691,42.323409,117.204569,0.00,0.00,-1.60,-1.50,-0.80,-149.00,0,1,0,95,91,-756,5180,25691,2932.50,36,P-GPS,1,0,0,0,307,0,0,1718960754787,4051,4054,4054,4058,4056,4053,18,,,,,,,0,0,0,15.00,-8.00,-1490.00,0.00,0.00,0.00,6,92.00,16.00,6.99,0.00,0.00,-16.00,0,,,100,30,13,2,0,0,0,2,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-1
42.323414,117.204574,9.40,0.00,1.50,0.69,9.40,9.40,1.81,0.83,4946,2024-06-21 09:05:54.889,2024-06-21 17:05:54.889,17,0,0,25.691,42.323409,117.204569,0.00,0.00,-1.50,-1.50,-0.60,-149.00,0,1,0,95,91,-756,5180,25691,2932.50,36,P-GPS,1,0,0,0,311,0,0,1718960754889,4051,4054,4054,4058,4056,4053,18,,,,,,,0,0,0,15.00,-6.00,-1490.00,0.00,0.00,0.00,6,94.00,15.00,6.89,0.00,0.00,-15.00,0,,,100,30,13,2,0,0,0,2,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-1
42.323414,117.204574,9.70,0.00,1.60,0.67,9.70,9.70,1.81,0.83,5149,2024-06-21 09:05:55.092,2024-06-21 17:05:55.092,17,0,0,25.691,42.323409,117.204569,0.00,0.00,-1.60,-1.70,-0.70,-149.10,0,1,0,95,91,-756,5180,25691,2932.50,36,P-GPS,1,0,0,0,294,0,0,1718960755092,4051,4054,4054,4058,4056,4053,18,,,,,,,0,0,0,17.00,-7.00,-1491.00,0.00,0.00,0.00,6,97.00,16.00,6.74,0.00,0.00,-16.00,0,,,100,30,13,2,0,0,0,2,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-1
42.323414,117.204574,10.00,0.00,1.50,0.66,10.00,10.00,1.81,0.83,5348,2024-06-21 09:05:55.292,2024-06-21 17:05:55.291,17,0,0,25.691,42.323409,117.204569,0.00,0.00,-1.50,-2.10,-0.40,-149.10,0,1,0,95,91,-756,5180,25691,2932.50,36,P-GPS,1,0,0,0,287,0,0,1718960755291,4051,4054,4054,4058,4056,4053,18,,,,,,,0,0,0,21.00,-4.00,-1491.00,0.00,0.00,0.00,6,100.00,15.00,6.60,0.00,0.00,-15.00,0,,,100,30,13,2,0,0,0,2,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-1
42.323414,117.204574,10.20,0.00,1.50,0.65,10.20,10.20,1.81,0.83,5453,2024-06-21 09:05:55.396,2024-06-21 17:05:55.396,17,0,0,25.691,42.323409,117.204569,0.00,0.00,-1.50,-2.10,-0.30,-149.10,0,1,0,95,91,-756,5180,25691,2932.50,36,P-GPS,1,0,0,0,294,0,0,1718960755396,4051,4054,4054,4058,4056,4053,18,,,,,,,0,0,0,21.00,-3.00,-1491.00,0.00,0.00,0.00,6,102.00,15.00,6.52,0.00,0.00,-15.00,0,,,100,27,13,2,0,0,0,2,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-1
42.323413,117.204574,10.70,0.00,1.50,0.62,10.70,10.70,1.81,0.83,5753,2024-06-21 09:05:55.697,2024-06-21 17:05:55.696,17,0,0,25.691,42.323409,117.204569,0.00,0.00,-1.50,-1.30,0.00,-149.00,0,1,0,95,91,-756,5180,25691,2932.50,36,P-GPS,1,0,0,0,292,0,0,1718960755696,4051,4054,4054,4058,4056,4053,18,,,,,,,0,0,0,13.00,0.00,-1490.00,0.00,0.00,0.00,6,107.00,15.00,6.21,0.00,0.00,-15.00,0,,,100,27,13,2,0,0,0,2,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-1
42.323413,117.204574,11.00,0.00,1.50,0.60,11.00,11.00,1.81,0.83,5958,2024-06-21 09:05:55.901,2024-06-21 17:05:55.901,17,0,0,25.691,42.323409,117.204569,0.00,0.00,-1.50,-1.20,0.30,-149.00,0,1,0,95,91,-756,5180,25691,2932.50,36,P-GPS,1,0,0,0,286,0,0,1718960755901,4051,4054,4054,4058,4056,4053,18,,,,,,,0,0,0,12.00,3.00,-1490.00,0.00,0.00,0.00,6,110.00,15.00,5.99,0.00,0.00,-15.00,0,,,100,27,13,2,0,0,0,2,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-1
42.323413,117.204574,11.10,0.00,1.50,0.59,11.10,11.10,1.81,0.83,6058,2024-06-21 09:05:56.001,2024-06-21 17:05:56.001,17,0,0,25.691,42.323409,117.204569,0.00,0.00,-1.50,-1.10,0.40,-149.10,0,1,0,95,91,-756,5180,25691,2932.50,36,P-GPS,1,0,0,0,296,0,0,1718960756001,4051,4054,4054,4058,4056,4053,18,,,,,,,0,0,0,11.00,4.00,-1491.00,0.00,0.00,0.00,6,111.00,15.00,5.88,0.00,0.00,-15.00,0,,,100,27,13,2,0,0,0,2,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-1
42.323413,117.204574,11.10,0.00,1.50,0.59,11.10,11.10,1.81,0.83,6158,2024-06-21 09:05:56.102,2024-06-21 17:05:56.101,17,0,0,25.691,42.323409,117.204569,0.00,0.00,-1.50,-1.10,0.40,-149.10,0,1,0,95,91,-756,5180,25691,2932.50,36,P-GPS,1,0,0,0,294,0,0,1718960756101,4051,4054,4054,4058,4056,4053,18,,,,,,,0,0,0,11.00,4.00,-1491.00,0.00,0.00,0.00,6,111.00,15.00,5.88,0.00,0.00,-15.00,0,,,100,27,13,2,0,0,0,2,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-1
42.323413,117.204573,11.50,0.00,1.50,0.57,11.50,11.50,1.81,0.83,6259,2024-06-21 09:05:56.203,2024-06-21 17:05:56.202,17,0,0,25.691,42.323409,117.204569,0.00,0.00,-1.50,-1.20,0.30,-149.00,0,1,0,95,91,-756,5180,25691,2932.50,36,P-GPS,1,0,0,0,301,0,0,1718960756202,4051,4054,4054,4058,4056,4053,18,,,,,,,0,0,0,12.00,3.00,-1490.00,0.00,0.00,0.00,6,115.00,15.00,5.71,0.00,0.00,-15.00,0,,,100,27,13,2,0,0,0,2,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-1
42.323413,117.204573,11.60,0.00,1.50,0.56,11.60,11.60,1.81,0.83,6359,2024-06-21 09:05:56.303,2024-06-21 17:05:56.302,17,0,0,25.691,42.323409,117.204569,0.00,0.00,-1.50,-1.10,0.30,-149.00,0,1,0,95,91,-756,5180,25691,2932.50,36,P-GPS,1,0,0,0,308,0,0,1718960756302,4051,4054,4054,4058,4056,4053,18,,,,,,,0,0,0,11.00,3.00,-1490.00,0.00,0.00,0.00,6,116.00,15.00,5.64,0.00,0.00,-15.00,0,,,100,27,13,2,0,0,0,2,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-1
42.323413,117.204573,12.10,0.00,1.60,0.55,12.10,12.10,1.81,0.83,6663,2024-06-21 09:05:56.606,2024-06-21 17:05:56.606,17,0,0,25.691,42.323409,117.204569,0.00,0.00,-1.60,-0.80,0.60,-149.00,0,1,0,95,91,-756,5180,25691,2932.50,36,P-GPS,1,0,0,0,294,0,0,1718960756606,4051,4054,4054,4058,4056,4053,18,,,,,,,0,0,0,8.00,6.00,-1490.00,0.00,0.00,0.00,6,121.00,16.00,5.51,0.00,0.00,-16.00,0,,,100,27,13,2,0,0,0,2,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-1
42.323413,117.204573,12.40,0.00,1.60,0.54,12.40,12.40,1.81,0.83,6863,2024-06-21 09:05:56.807,2024-06-21 17:05:56.807,17,0,0,25.691,42.323409,117.204569,0.00,0.00,-1.60,-1.30,0.60,-149.00,0,1,0,95,91,-756,5180,25691,2932.50,36,P-GPS,1,0,0,0,261,0,0,1718960756806,4051,4054,4054,4058,4056,4053,18,,,,,,,0,0,0,13.00,6.00,-1490.00,0.00,0.00,0.00,6,124.00,16.00,5.36,0.00,0.00,-16.00,0,,,100,27,13,2,0,0,0,2,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-1
42.323413,117.204573,12.80,0.00,1.50,0.53,12.80,12.80,1.81,0.83,7065,2024-06-21 09:05:57.008,2024-06-21 17:05:57.008,17,0,0,25.691,42.323409,117.204569,0.00,0.00,-1.50,-1.90,0.50,-149.10,0,1,0,95,91,-756,5180,25691,2932.50,36,P-GPS,1,0,0,0,258,0,0,1718960757008,4051,4054,4054,4058,4056,4053,18,,,,,,,0,0,0,19.00,5.00,-1491.00,0.00,0.00,0.00,6,128.00,15.00,5.26,0.00,0.00,-15.00,0,,,100,27,13,2,0,0,0,2,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-1
42.323413,117.204572,13.10,0.00,1.30,0.52,13.10,13.10,1.81,0.83,7268,2024-06-21 09:05:57.211,2024-06-21 17:05:57.211,17,0,0,25.691,42.323409,117.204569,0.00,0.00,-1.30,-1.80,0.30,-149.10,0,1,0,95,91,-756,5180,25691,2932.50,36,P-GPS,1,0,0,0,245,0,0,1718960757211,4051,4054,4054,4058,4056,4053,18,,,,,,,0,0,0,18.00,3.00,-1491.00,0.00,0.00,0.00,6,131.00,13.00,5.21,0.00,0.00,-13.00,0,,,100,27,13,2,0,0,0,2,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-1
42.323413,117.204572,13.30,0.00,1.20,0.51,13.30,13.30,1.81,0.83,7472,2024-06-21 09:05:57.415,2024-06-21 17:05:57.415,16,0,0,25.691,42.323409,117.204569,0.00,0.00,-1.20,-1.30,0.20,-149.10,0,1,0,95,91,-756,5180,25691,2932.50,36,P-GPS,1,0,0,0,174,0,0,1718960757415,4051,4054,4054,4058,4056,4053,18,,,,,,,0,0,0,13.00,2.00,-1491.00,0.00,0.00,0.00,6,133.00,12.00,5.08,0.00,0.00,-12.00,0,,,100,22,13,2,0,0,0,2,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-1
42.323413,117.204571,13.70,0.00,0.40,0.49,13.70,13.70,1.81,0.83,7870,2024-06-21 09:05:57.813,2024-06-21 17:05:57.813,16,0,0,25.691,42.323409,117.204569,0.00,0.00,-0.40,-1.80,0.10,-149.10,0,1,0,95,91,-756,5180,25691,2932.50,36,P-GPS,1,0,0,0,0,0,0,1718960757813,4051,4054,4054,4058,4056,4053,18,,,,,,,0,0,0,18.00,1.00,-1491.00,0.00,0.00,0.00,6,137.00,4.00,4.90,0.00,0.00,-4.00,0,,,100,22,13,2,0,0,0,2,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-1
