2024 06 21 17:05:20 1718960720.85  978.4760 1034.8338 1035.2914 1023.9020 0.00  293.84  293.71  295.77  290.34  0.76  0.99  2.27  2.05  25 16.28 63.37
2024 06 21 17:05:20 1718960720.92  978.6710 1034.9225 1033.9667 1023.4486 0.00  293.84  293.71  295.77  290.34  1.18  0.56  1.04  1.69  25 15.94 62.99
2024 06 21 17:05:20 1718960720.98  978.3061 1034.7436 1035.2964 1021.9764 0.00  293.84  293.71  295.77  290.34  1.01  0.72  0.92  1.19  25 15.88 62.61
2024 06 21 17:05:21 1718960721.04  978.3487 1035.0882 1035.2692 1022.2912 0.00  293.84  293.65  295.77  290.34  0.96  0.56  1.91  1.44  25 15.85 62.90
2024 06 21 17:05:21 1718960721.10  978.3673 1034.9300 1033.0406 1021.6842 0.00  293.84  293.65  295.77  290.34  0.77  1.03  0.99  1.02  25 15.88 62.67
2024 06 21 17:05:21 1718960721.17  978.2964 1034.6655 1034.8151 1022.7688 0.00  293.84  293.65  295.77  290.34  0.79  0.79  1.74  1.21  25 15.86 62.31
2024 06 21 17:05:21 1718960721.23  978.3476 1034.7271 1034.0318 1022.8843 0.00  293.84  293.65  295.77  290.40  0.70  0.88  3.00  1.72  25 15.87 62.90
2024 06 21 17:05:21 1718960721.29  978.5415 1035.0980 1035.0015 1022.0709 0.00  293.84  293.71  295.77  290.40  0.90  0.66  1.29  1.34  25 15.81 62.85
2024 06 21 17:05:21 1718960721.36  978.4236 1034.7867 1032.3565 1023.5430 0.00  293.84  293.71  295.77  290.40  1.16  0.78  0.98  2.58  25 15.88 62.94
2024 06 21 17:05:21 1718960721.42  978.4300 1035.0574 1033.7170 1023.0030 0.00  293.84  293.71  295.77  290.34  0.82  1.12  1.07  1.38  25 15.54 62.60
2024 06 21 17:05:21 1718960721.48  978.1633 1035.4019 1033.3320 1021.4677 0.00  293.84  293.71  295.77  290.34  0.86  1.06  1.72  0.90  25 15.85 62.88
2024 06 21 17:05:21 1718960721.54  978.0871 1035.0896 1034.6899 1022.5414 0.00  293.84  293.65  295.77  290.34  0.98  1.30  0.91  1.34  25 15.62 62.41
2024 06 21 17:05:21 1718960721.61  978.9305 1035.3124 1034.5141 1022.3549 0.00  293.84  293.65  295.77  290.34  0.91  1.31  2.53  1.33  25 15.90 62.92
2024 06 21 17:05:21 1718960721.67  978.2445 1035.3166 1035.2563 1022.7702 0.00  293.84  293.65  295.77  290.34  1.13  0.80  1.48  1.29  25 15.60 62.33
2024 06 21 17:05:21 1718960721.73  978.6815 1035.2419 1037.2252 1024.4227 0.00  293.84  293.71  295.77  290.34  0.97  0.89  0.63  2.25  25 15.87 62.94
2024 06 21 17:05:21 1718960721.80  978.0527 1035.3919 1033.5574 1023.0866 0.00  293.84  293.71  295.77  290.34  1.04  0.94  1.46  1.60  25 15.56 62.62
2024 06 21 17:05:21 1718960721.86  978.1940 1034.6872 1032.0645 1021.4754 0.00  293.84  293.71  295.77  290.34  0.78  0.78  1.17  1.67  25 15.85 62.93
2024 06 21 17:05:21 1718960721.92  978.0517 1035.0897 1033.4188 1023.0953 0.00  293.84  293.71  295.77  290.34  1.01  0.91  0.52  1.09  25 15.87 62.92
2024 06 21 17:05:21 1718960721.99  979.3706 1035.0558 1034.4362 1023.8559 0.00  293.84  293.65  295.84  290.34  1.25  0.70  1.82  1.22  25 15.80 62.87
2024 06 21 17:05:22 1718960722.05  978.6959 1035.0947 1035.0983 1022.3315 0.00  293.84  293.65  295.84  290.34  0.94  1.17  1.73  1.05  25 15.88 62.92
2024 06 21 17:05:22 1718960722.11  978.2112 1035.2019 1036.8550 1023.1634 0.00  293.84  293.65  295.84  290.34  1.05  0.86  0.78  2.10  25 15.88 62.90
2024 06 21 17:05:22 1718960722.18  978.0643 1035.1454 1034.5130 1024.4112 0.00  293.84  293.65  295.84  290.34  1.14  1.16  1.61  1.52  25 15.88 62.88
2024 06 21 17:05:22 1718960722.24  978.8452 1034.8969 1034.9691 1024.0468 0.00  293.84  293.71  295.84  290.34  0.83  0.88  1.06  1.01  25 15.89 62.91
2024 06 21 17:05:22 1718960722.30  977.7573 1034.9048 1033.6376 1023.0487 0.00  293.84  293.71  295.84  290.34  0.95  0.93  1.49  1.33  25 15.58 62.65
2024 06 21 17:05:22 1718960722.36  978.4896 1034.5316 1034.0366 1022.8462 0.00  293.84  293.71  295.84  290.34  1.18  0.82  1.17  1.32  25 15.88 62.90
2024 06 21 17:05:22 1718960722.43  978.7236 1035.2498 1034.8218 1022.7548 0.00  293.84  293.71  295.84  290.34  0.81  1.06  1.45  1.24  25 15.86 62.32
2024 06 21 17:05:22 1718960722.49  978.1712 1034.8020 1033.7646 1022.6253 0.00  293.84  293.71  295.84  290.34  0.66  0.71  1.22  1.21  25 15.85 62.36
2024 06 21 17:05:22 1718960722.55  978.1037 1034.7796 1035.6418 1024.1846 0.00  293.84  293.71  295.84  290.34  1.23  1.01  1.29  1.11  25 15.61 62.38
2024 06 21 17:05:22 1718960722.61  978.3413 1035.1656 1035.3161 1025.1947 0.00  293.90  293.71  295.84  290.34  1.13  0.97  1.94  1.15  25 15.90 62.91
2024 06 21 17:05:22 1718960722.68  978.2397 1035.0298 1035.9849 1024.6213 0.00  293.90  293.71  295.77  290.34  0.89  0.82  1.89  0.91  25 15.93 62.42
2024 06 21 17:05:22 1718960722.74  979.2803 1035.1032 1032.9119 1021.1247 0.00  293.90  293.71  295.77  290.34  1.19  1.52  0.85  0.51  25 15.58 62.63
2024 06 21 17:05:22 1718960722.80  978.6054 1035.2150 1033.5651 1022.3038 0.00  293.90  293.71  295.77  290.34  1.00  0.76  1.09  1.30  25 15.86 62.94
2024 06 21 17:05:22 1718960722.87  978.1834 1034.9017 1035.0036 1021.4149 0.00  293.84  293.71  295.77  290.34  1.04  0.66  1.94  1.30  25 15.81 62.85
2024 06 21 17:05:22 1718960722.93  977.8792 1034.4421 1034.8750 1023.4874 0.00  293.84  293.71  295.84  290.34  0.93  0.72  1.75  1.37  25 15.88 62.94
2024 06 21 17:05:22 1718960722.99  978.4365 1034.5809 1035.0977 1024.3401 0.00  293.84  293.71  295.84  290.34  0.78  0.99  1.81  2.62  25 15.83 62.91
2024 06 21 17:05:23 1718960723.06  977.9734 1034.6817 1035.6293 1023.4330 0.00  293.84  293.71  295.84  290.34  0.97  1.11  1.01  1.61  25 15.88 62.91
2024 06 21 17:05:23 1718960723.12  978.4281 1035.1096 1035.1022 1025.1279 0.00  293.84  293.71  295.84  290.34  0.93  0.86  1.68  0.99  25 15.85 62.93
2024 06 21 17:05:23 1718960723.18  978.5969 1034.9042 1033.2353 1022.3980 0.00  293.84  293.71  295.77  290.34  1.25  0.98  0.62  1.09  25 15.87 62.93
2024 06 21 17:05:23 1718960723.25  978.5310 1035.7936 1033.9299 1023.0591 0.00  293.84  293.71  295.77  290.34  0.91  0.98  1.81  1.60  25 15.79 62.83
2024 06 21 17:05:23 1718960723.31  978.2856 1034.9474 1034.4657 1023.8139 0.00  293.84  293.71  295.77  290.34  0.89  0.77  1.40  2.18  25 15.88 62.92
2024 06 21 17:05:23 1718960723.37  978.2838 1035.0801 1033.3707 1021.4549 0.00  293.84  293.71  295.77  290.34  0.95  0.63  0.84  0.96  25 15.89 62.90
2024 06 21 17:05:23 1718960723.43  978.2136 1034.8949 1033.4446 1022.1091 0.00  293.84  293.71  295.84  290.34  0.89  0.93  1.24  0.73  25 15.82 62.87
2024 06 21 17:05:23 1718960723.50  977.9721 1034.5147 1035.4438 1024.0414 0.00  293.84  293.71  295.84  290.34  1.06  1.25  1.02  2.32  25 15.92 62.39
2024 06 21 17:05:23 1718960723.56  978.3744 1034.8965 1033.7640 1022.2205 0.00  293.84  293.71  295.84  290.34  0.88  0.89  1.41  1.76  25 15.93 62.38
2024 06 21 17:05:23 1718960723.62  978.1189 1035.1050 1034.4410 1021.4921 0.00  293.84  293.71  295.84  290.34  0.86  0.67  1.67  0.85  25 15.88 62.97
2024 06 21 17:05:23 1718960723.69  977.8003 1034.7289 1034.0967 1021.7743 0.00  293.84  293.71  295.84  290.34  1.08  0.89  1.15  1.45  25 15.89 62.68
2024 06 21 17:05:23 1718960723.75  978.5533 1034.3851 1035.5148 1022.6287 0.00  293.84  293.71  295.84  290.34  1.22  1.00  2.06  1.56  25 15.60 62.65
2024 06 21 17:05:23 1718960723.81  978.0742 1034.6987 1034.7133 1021.8726 0.00  293.90  293.71  295.84  290.40  0.72  1.07  2.29  1.01  25 15.84 62.91
2024 06 21 17:05:23 1718960723.88  978.1354 1035.1303 1034.8974 1023.8510 0.00  293.90  293.71  295.84  290.40  1.03  1.05  0.83  1.12  25 15.86 62.89
2024 06 21 17:05:23 1718960723.94  978.5573 1034.9200 1032.9790 1022.1949 0.00  293.90  293.71  295.84  290.40  0.84  1.02  0.80  1.26  25 15.89 62.89
2024 06 21 17:05:24 1718960724.00  977.9232 1034.9490 1034.3658 1023.7994 0.00  293.90  293.71  295.84  290.40  1.11  0.75  1.45  1.86  25 15.86 62.90
2024 06 21 17:05:24 1718960724.06  978.2292 1034.7307 1033.2811 1021.9744 0.00  293.90  293.71  295.84  290.34  0.98  1.01  1.18  0.92  25 15.89 62.67
2024 06 21 17:05:24 1718960724.13  977.7207 1034.6523 1033.0795 1022.4963 0.00  293.90  293.71  295.84  290.34  0.72  1.02  1.15  0.90  25 15.79 62.83
2024 06 21 17:05:24 1718960724.19  977.9587 1034.6139 1033.6065 1021.5694 0.00  293.90  293.71  295.84  290.34  1.08  0.60  0.91  1.24  25 15.84 62.87
2024 06 21 17:05:24 1718960724.25  978.1285 1035.1049 1032.9094 1023.7481 0.00  293.90  293.71  295.84  290.34  0.84  1.02  1.83  2.08  25 15.87 62.90
2024 06 21 17:05:24 1718960724.32  978.3826 1034.2804 1033.4136 1023.3055 0.00  293.84  293.71  295.84  290.34  0.83  0.95  1.67  0.96  25 15.88 63.24
2024 06 21 17:05:24 1718960724.38  978.5955 1034.8836 1034.9845 1021.9220 0.00  293.84  293.71  295.77  290.34  0.91  0.86  1.03  1.56  25 16.21 64.42
2024 06 21 17:05:24 1718960724.45  977.9131 1034.4723 1033.4913 1022.5365 0.00  293.84  293.71  295.77  290.34  1.21  0.98  1.98  1.73  25 16.14 63.74
2024 06 21 17:05:24 1718960724.51  978.5155 1035.2449 1034.8387 1022.9610 0.00  293.84  293.71  295.77  290.34  0.87  1.18  2.10  1.55  25 16.01 63.89
2024 06 21 17:05:24 1718960724.57  977.9731 1034.7565 1035.8627 1023.8235 0.00  293.84  293.71  295.77  290.40  0.69  0.73  1.01  2.11  25 16.10 63.95
2024 06 21 17:05:24 1718960724.64  977.7645 1035.0139 1033.0259 1022.1276 0.00  293.84  293.71  295.77  290.40  0.62  0.77  1.12  1.38  25 15.78 63.74
2024 06 21 17:05:24 1718960724.70  977.6642 1034.8792 1032.6534 1021.0068 0.00  293.84  293.71  295.77  290.40  1.01  0.95  0.72  0.66  25 16.30 63.92
2024 06 21 17:05:24 1718960724.77  978.4278 1034.6395 1034.8115 1022.0683 0.00  293.90  293.71  295.77  290.34  0.92  0.69  2.06  1.24  25 16.29 64.15
2024 06 21 17:05:24 1718960724.83  978.1454 1034.7116 1033.2788 1021.3898 0.00  293.90  293.71  295.77  290.34  0.80  1.10  1.85  1.27  25 16.05 63.91
2024 06 21 17:05:24 1718960724.90  977.8201 1034.6453 1032.7922 1020.5489 0.00  293.90  293.71  295.77  290.34  0.76  1.11  0.83  0.96  25 16.34 64.24
2024 06 21 17:05:24 1718960724.96  977.8287 1034.9586 1033.7764 1022.1634 0.00  293.90  293.71  295.77  290.34  1.12  0.77  1.21  1.10  25 16.27 64.16
2024 06 21 17:05:25 1718960725.02  978.2824 1034.6025 1033.3930 1023.3441 0.00  293.84  293.71  295.77  290.34  0.51  0.96  1.75  0.92  25 16.24 64.20
2024 06 21 17:05:25 1718960725.09  977.5122 1034.5240 1035.1942 1021.2771 0.00  293.84  293.71  295.77  290.34  0.73  0.72  1.63  1.51  25 16.30 64.15
2024 06 21 17:05:25 1718960725.15  978.3999 1034.7880 1034.4974 1022.0301 0.00  293.84  293.71  295.77  290.34  0.90  1.04  2.13  1.84  25 16.00 63.96
2024 06 21 17:05:25 1718960725.22  978.1424 1034.3861 1034.1192 1024.5194 0.00  293.90  293.71  295.77  290.34  0.90  0.70  1.06  1.61  25 16.24 63.89
2024 06 21 17:05:25 1718960725.28  978.3676 1034.8832 1032.5785 1022.8460 0.00  293.90  293.71  295.77  290.34  1.09  0.79  1.48  1.03  25 16.27 63.89
2024 06 21 17:05:25 1718960725.35  977.9946 1034.6687 1032.9558 1023.0929 0.00  293.90  293.77  295.84  290.34  0.88  0.69  0.78  0.86  25 16.29 63.92
2024 06 21 17:05:25 1718960725.41  978.1376 1034.9824 1033.0627 1021.8017 0.00  293.90  293.77  295.84  290.34  0.83  0.74  0.74  1.49  25 16.28 64.14
2024 06 21 17:05:25 1718960725.47  978.3089 1034.3064 1032.6839 1021.6003 0.00  293.90  293.77  295.84  290.34  1.19  0.67  1.03  1.00  25 16.28 64.14
2024 06 21 17:05:25 1718960725.54  978.2156 1034.6502 1032.9337 1020.7017 0.00  293.90  293.71  295.84  290.34  0.86  0.78  0.99  0.69  25 16.28 64.21
2024 06 21 17:05:25 1718960725.60  977.7296 1034.2720 1033.5438 1022.0397 0.00  293.90  293.71  295.77  290.34  0.97  0.90  1.59  1.29  25 16.28 63.61
2024 06 21 17:05:25 1718960725.67  977.8784 1034.7726 1034.0319 1021.1237 0.00  293.90  293.71  295.77  290.34  0.64  0.98  2.32  1.46  25 16.30 64.21
2024 06 21 17:05:25 1718960725.73  977.5781 1034.4289 1035.6624 1023.7639 0.00  293.84  293.71  295.77  290.34  0.93  0.94  1.62  1.53  25 16.06 63.96
2024 06 21 17:05:25 1718960725.80  978.2851 1034.5205 1034.6692 1023.7927 0.00  293.84  293.71  295.77  290.34  0.63  0.95  2.11  1.13  25 16.30 64.15
2024 06 21 17:05:25 1718960725.86  978.1108 1034.2471 1033.5436 1020.6996 0.00  293.84  293.71  295.77  290.34  0.89  0.50  1.21  1.09  25 16.08 63.95
2024 06 21 17:05:25 1718960725.93  977.5576 1035.3986 1034.0510 1021.7247 0.00  293.84  293.71  295.77  290.34  0.75  0.79  1.17  1.36  25 16.31 64.47
2024 06 21 17:05:25 1718960725.99  978.2862 1035.0153 1036.3575 1021.9465 0.00  293.84  293.71  295.77  290.40  1.09  0.79  1.30  1.28  25 16.20 64.13
2024 06 21 17:05:26 1718960726.05  977.9362 1034.3965 1033.6045 1021.8287 0.00  293.84  293.71  295.77  290.40  0.86  0.87  1.14  1.11  25 16.26 64.16
2024 06 21 17:05:26 1718960726.12  977.8790 1034.8512 1032.8583 1021.3524 0.00  293.84  293.71  295.77  290.40  0.93  0.63  1.20  0.87  25 15.95 63.60
2024 06 21 17:05:26 1718960726.18  978.1688 1035.1444 1034.1644 1020.7898 0.00  293.90  293.71  295.77  290.40  0.69  0.77  1.88  0.90  25 16.27 64.19
2024 06 21 17:05:26 1718960726.25  977.6963 1034.6343 1034.0998 1022.1915 0.00  293.90  293.71  295.77  290.40  1.09  0.92  1.47  1.64  25 16.26 64.19
2024 06 21 17:05:26 1718960726.31  978.0158 1034.9025 1033.8237 1023.3495 0.00  293.90  293.71  295.77  290.40  0.98  0.95  2.52  1.21  25 16.26 64.18
2024 06 21 17:05:26 1718960726.38  977.7397 1035.0261 1033.5964 1023.1015 0.00  293.90  293.71  295.77  290.40  1.06  0.94  1.48  2.29  25 16.01 63.95
2024 06 21 17:05:26 1718960726.44  978.3570 1034.8165 1032.9066 1022.8034 0.00  293.90  293.71  295.77  290.34  0.73  1.25  0.82  1.83  25 16.28 63.93
2024 06 21 17:05:26 1718960726.51  977.9698 1034.7129 1035.7741 1021.8172 0.00  293.90  293.71  295.77  290.34  1.07  1.14  2.07  1.45  25 16.25 64.18
2024 06 21 17:05:26 1718960726.57  978.3130 1035.0077 1035.1046 1021.7647 0.00  293.90  293.71  295.84  290.34  1.16  1.23  1.34  1.61  25 16.24 63.83
2024 06 21 17:05:26 1718960726.63  978.3313 1035.0621 1037.3488 1024.3216 0.00  293.90  293.71  295.84  290.34  0.70  0.63  0.83  1.97  25 16.07 63.67
2024 06 21 17:05:26 1718960726.70  978.3958 1034.6353 1033.4292 1023.9707 0.00  293.90  293.71  295.84  290.40  0.85  1.06  1.12  1.68  25 16.12 63.98
2024 06 21 17:05:26 1718960726.76  978.3768 1034.7837 1034.7446 1023.8271 0.00  293.90  293.77  295.84  290.40  1.09  1.04  1.71  1.14  25 16.06 63.99
2024 06 21 17:05:26 1718960726.83  978.4715 1034.7238 1034.3849 1022.1680 0.00  293.90  293.77  295.84  290.40  0.62  0.68  1.83  1.92  25 16.31 64.17
2024 06 21 17:05:26 1718960726.89  978.6982 1035.3667 1035.5924 1022.8543 0.00  293.90  293.77  295.84  290.40  0.96  0.88  1.28  1.58  25 16.29 64.08
2024 06 21 17:05:26 1718960726.96  977.2758 1035.0151 1034.2623 1023.3624 0.00  293.90  293.77  295.84  290.34  0.92  1.12  1.34  2.20  25 16.33 64.22
2024 06 21 17:05:27 1718960727.02  978.2083 1034.8014 1033.5576 1022.3220 0.00  293.90  293.71  295.77  290.34  0.93  0.93  1.21  1.43  25 16.29 63.86
2024 06 21 17:05:27 1718960727.08  978.5356 1034.9290 1033.5552 1022.6146 0.00  293.90  293.71  295.77  290.34  1.02  1.15  1.43  1.26  25 16.01 63.94
2024 06 21 17:05:27 1718960727.15  978.5628 1034.7927 1033.8009 1021.9746 0.00  293.90  293.71  295.77  290.34  1.23  0.85  1.26  1.73  25 16.00 63.94
2024 06 21 17:05:27 1718960727.21  978.4094 1035.1430 1033.1399 1021.3285 0.00  293.90  293.71  295.77  290.34  0.77  0.97  1.10  1.07  25 16.25 64.20
2024 06 21 17:05:27 1718960727.28  977.6431 1034.6322 1033.7994 1024.8132 0.00  293.90  293.71  295.84  290.34  1.06  0.84  1.75  0.80  25 15.97 63.93
2024 06 21 17:05:27 1718960727.34  977.6802 1034.8298 1034.0117 1022.8738 0.00  293.90  293.71  295.84  290.34  0.52  0.95  1.28  1.38  25 16.23 64.17
2024 06 21 17:05:27 1718960727.41  978.3722 1035.1841 1034.0886 1023.0253 0.00  293.90  293.71  295.84  290.34  0.74  1.21  1.99  1.30  25 16.04 63.95
2024 06 21 17:05:27 1718960727.47  977.8638 1034.7414 1034.6893 1021.6873 0.00  293.90  293.77  295.84  290.34  0.78  0.75  1.95  1.62  25 15.97 63.89
2024 06 21 17:05:27 1718960727.53  978.0461 1034.8351 1034.4437 1023.0001 0.00  293.90  293.77  295.84  290.34  0.75  1.01  1.96  1.14  25 16.07 63.65
2024 06 21 17:05:27 1718960727.60  978.3101 1034.9237 1033.7307 1020.4778 0.00  293.90  293.77  295.84  290.34  1.01  0.94  1.44  0.67  25 16.04 63.66
2024 06 21 17:05:27 1718960727.66  977.5434 1034.6997 1033.1509 1022.3410 0.00  293.90  293.77  295.84  290.34  1.09  0.93  1.40  0.70  25 16.29 63.87
2024 06 21 17:05:27 1718960727.73  977.2673 1034.5217 1033.9060 1022.1543 0.00  293.90  293.77  295.84  290.34  0.60  1.01  2.35  1.65  25 16.11 63.68
2024 06 21 17:05:27 1718960727.79  977.6412 1034.4664 1033.4315 1022.1743 0.00  293.90  293.77  295.84  290.34  1.18  1.02  1.11  2.25  25 16.07 63.69
2024 06 21 17:05:27 1718960727.85  978.3272 1035.1831 1035.7009 1023.5305 0.00  293.96  293.77  295.84  290.34  0.94  0.78  1.81  1.60  25 16.04 63.68
2024 06 21 17:05:27 1718960727.92  977.9820 1034.8216 1034.4061 1023.7173 0.00  293.96  293.77  295.84  290.34  0.86  0.81  1.49  0.85  25 16.24 64.24
2024 06 21 17:05:27 1718960727.98  977.8320 1034.9178 1033.8254 1021.8037 0.00  293.96  293.71  295.77  290.34  0.82  0.64  1.13  1.34  25 16.27 64.15
2024 06 21 17:05:28 1718960728.05  978.1159 1035.5118 1034.0372 1022.0939 0.00  293.96  293.71  295.77  290.34  1.02  0.81  2.15  1.40  25 16.28 64.22
2024 06 21 17:05:28 1718960728.11  978.0926 1034.7903 1033.6633 1021.7505 0.00  293.90  293.71  295.77  290.34  0.97  0.92  1.72  1.41  25 16.26 64.14
2024 06 21 17:05:28 1718960728.18  978.2588 1034.3146 1033.7475 1021.3607 0.00  293.90  293.77  295.77  290.34  0.88  1.15  1.47  0.78  25 16.06 63.91
2024 06 21 17:05:28 1718960728.24  978.3776 1034.9476 1033.4986 1022.9081 0.00  293.90  293.77  295.77  290.34  0.89  0.91  1.34  2.16  25 16.03 63.67
2024 06 21 17:05:28 1718960728.30  979.0857 1034.7949 1034.4413 1020.9882 0.00  293.90  293.77  295.77  290.34  0.92  0.87  1.36  1.14  25 16.04 63.88
2024 06 21 17:05:28 1718960728.37  978.2714 1034.7244 1035.2544 1022.1356 0.00  293.90  293.77  295.77  290.34  0.63  0.68  2.23  1.24  25 15.88 63.64
2024 06 21 17:05:28 1718960728.43  978.2265 1034.6994 1035.8141 1023.4994 0.00  293.90  293.71  295.77  290.34  0.94  0.76  1.10  1.64  25 16.07 63.96
2024 06 21 17:05:28 1718960728.50  977.6313 1035.0208 1036.5316 1024.1762 0.00  293.90  293.71  295.84  290.34  0.73  0.78  0.91  1.41  25 16.00 63.60
2024 06 21 17:05:28 1718960728.56  977.5915 1034.2874 1033.5123 1022.2496 0.00  293.90  293.71  295.84  290.34  1.10  0.77  1.43  1.99  25 16.06 63.98
2024 06 21 17:05:28 1718960728.63  978.2619 1035.3056 1033.6264 1022.2818 0.00  293.90  293.71  295.84  290.34  1.18  1.17  1.00  1.33  25 16.32 64.23
2024 06 21 17:05:28 1718960728.69  978.0624 1034.8320 1035.6758 1022.3632 0.00  293.90  293.71  295.84  290.34  0.85  0.75  1.74  1.69  25 16.30 64.18
2024 06 21 17:05:28 1718960728.75  978.4342 1034.4086 1033.9688 1022.4169 0.00  293.90  293.71  295.84  290.34  0.91  0.92  1.65  1.53  25 16.04 63.91
2024 06 21 17:05:28 1718960728.82  978.5328 1034.6518 1035.2895 1023.3427 0.00  293.90  293.71  295.84  290.34  0.84  1.02  0.81  2.01  25 16.02 63.92
2024 06 21 17:05:28 1718960728.88  978.0563 1034.5574 1032.8653 1022.5639 0.00  293.90  293.71  295.84  290.40  0.86  1.02  1.28  1.26  25 16.37 64.31
2024 06 21 17:05:28 1718960728.95  978.0604 1034.5999 1036.1674 1022.1235 0.00  293.90  293.71  295.90  290.40  1.06  0.94  1.41  1.22  25 16.23 64.16
2024 06 21 17:05:29 1718960729.01  978.0040 1035.1902 1035.6907 1022.5490 0.00  293.90  293.71  295.90  290.40  1.05  1.27  2.07  1.94  25 16.26 64.16
2024 06 21 17:05:29 1718960729.08  978.0815 1035.1506 1033.5558 1021.7843 0.00  293.90  293.71  295.90  290.34  1.12  0.98  1.59  1.48  25 16.26 64.17
2024 06 21 17:05:29 1718960729.14  978.7874 1035.3722 1035.2354 1020.9601 0.00  293.90  293.77  295.90  290.34  0.80  0.71  0.86  1.16  25 16.04 63.94
2024 06 21 17:05:29 1718960729.21  977.7744 1035.0949 1033.7200 1022.3605 0.00  293.90  293.77  295.84  290.34  0.99  1.35  2.06  1.73  25 16.25 64.20
2024 06 21 17:05:29 1718960729.27  978.4579 1034.7455 1034.9409 1022.4009 0.00  293.90  293.77  295.84  290.34  0.81  0.70  2.08  1.53  25 15.72 67.96
2024 06 21 17:05:29 1718960729.34  978.4098 1035.2847 1033.6773 1020.7812 0.00  293.90  293.77  295.84  290.34  1.10  1.05  1.56  1.40  25 16.36 64.22
2024 06 21 17:05:29 1718960729.40  978.0526 1034.5153 1033.8369 1021.2878 0.00  293.90  293.77  295.84  290.34  1.14  1.07  1.42  1.07  25 16.17 63.80
2024 06 21 17:05:29 1718960729.47  978.1657 1034.2348 1034.6357 1021.4978 0.00  293.90  293.77  295.84  290.34  0.79  1.14  1.08  1.29  25 16.32 64.15
2024 06 21 17:05:29 1718960729.53  977.5896 1034.5313 1036.4533 1021.9538 0.00  293.90  293.77  295.84  290.34  0.65  0.83  1.43  1.74  25 16.07 63.65
2024 06 21 17:05:29 1718960729.60  977.9765 1034.7567 1034.5545 1023.3598 0.00  293.90  293.77  295.84  290.34  0.68  0.93  1.94  1.39  25 16.05 63.98
2024 06 21 17:05:29 1718960729.66  977.9407 1034.6059 1033.6694 1022.0392 0.00  293.90  293.77  295.84  290.34  1.09  0.48  1.35  1.47  25 16.02 63.63
2024 06 21 17:05:29 1718960729.72  978.6612 1034.9588 1033.0797 1022.8745 0.00  293.90  293.77  295.84  290.34  0.79  1.14  0.99  0.79  25 16.07 63.96
2024 06 21 17:05:29 1718960729.79  978.4284 1035.0344 1033.8432 1021.6911 0.00  293.90  293.77  295.84  290.34  0.86  0.79  1.27  0.71  25 16.30 63.99
2024 06 21 17:05:29 1718960729.85  978.2305 1034.8522 1036.2900 1022.9771 0.00  293.90  293.77  295.84  290.34  0.85  0.96  1.10  1.90  25 16.19 64.14
2024 06 21 17:05:29 1718960729.92  978.3172 1034.3611 1034.9501 1023.0178 0.00  293.90  293.77  295.84  290.34  0.88  0.86  1.91  1.15  25 16.01 63.67
2024 06 21 17:05:29 1718960729.98  978.1245 1035.0224 1033.7193 1020.5650 0.00  293.90  293.77  295.84  290.34  0.73  0.92  1.36  0.90  25 16.22 64.12
2024 06 21 17:05:30 1718960730.05  978.3059 1034.6926 1033.2839 1022.9316 0.00  293.90  293.77  295.84  290.34  0.95  0.73  2.25  1.10  25 16.27 64.16
2024 06 21 17:05:30 1718960730.11  978.5651 1035.1933 1035.4218 1021.3115 0.00  293.90  293.71  295.84  290.34  0.74  0.81  1.63  1.50  25 16.25 64.16
2024 06 21 17:05:30 1718960730.17  978.5803 1034.4724 1036.6240 1024.1746 0.00  293.90  293.71  295.84  290.34  0.57  0.72  0.96  1.45  25 16.25 64.00
2024 06 21 17:05:30 1718960730.24  977.6036 1034.8933 1034.4919 1022.8829 0.00  293.96  293.71  295.84  290.34  0.96  0.81  1.24  1.58  25 16.20 64.18
2024 06 21 17:05:30 1718960730.30  978.6682 1035.2285 1034.4552 1022.1769 0.00  293.96  293.71  295.84  290.34  1.08  0.74  1.89  1.24  25 16.41 64.21
2024 06 21 17:05:30 1718960730.37  978.0702 1034.8715 1034.7437 1021.2003 0.00  293.96  293.77  295.84  290.34  0.83  0.82  2.09  1.44  25 16.07 63.65
2024 06 21 17:05:30 1718960730.43  978.3405 1034.4474 1035.9170 1022.7413 0.00  293.96  293.77  295.90  290.34  0.82  0.80  1.78  1.59  25 16.00 64.81
2024 06 21 17:05:30 1718960730.50  978.0800 1034.7566 1037.2528 1024.1022 0.00  293.96  293.77  295.90  290.34  0.82  0.83  1.17  0.87  25 16.18 63.78
2024 06 21 17:05:30 1718960730.56  977.7267 1034.1649 1033.3512 1022.5507 0.00  293.96  293.77  295.90  290.34  0.75  1.15  1.46  1.11  25 16.24 64.15
2024 06 21 17:05:30 1718960730.63  977.7218 1034.6850 1033.8086 1021.2402 0.00  293.96  293.77  295.90  290.34  0.73  1.01  1.63  1.60  25 16.02 63.62
2024 06 21 17:05:30 1718960730.69  978.4012 1034.5359 1035.9854 1022.3177 0.00  293.90  293.77  295.84  290.34  1.08  0.93  1.38  1.72  25 16.10 63.97
2024 06 21 17:05:30 1718960730.75  978.2029 1034.8036 1036.1253 1022.5130 0.00  293.90  293.77  295.84  290.34  0.88  0.92  1.55  1.66  25 16.01 63.98
2024 06 21 17:05:30 1718960730.82  977.9262 1035.1812 1034.3141 1024.8428 0.00  293.90  293.77  295.84  290.34  0.94  0.72  1.73  1.05  25 16.28 63.89
